brand,category,price,product_id
Philosophy,Sun protect,39,1332
Coola,Sun protect,36,1333
Perricone Md,Sun protect,69,1334
Murad,Sun protect,54,1335
Amorepacific,Sun protect,195,1336
Estée Lauder,Sun protect,75,1337
Clarins,Sun protect,54,1338
Lancôme,Sun protect,49,1339
Shiseido,Sun protect,260,1340
Origins,Sun protect,60,1341
Shiseido,Sun protect,38,1342
Coola,Sun protect,52,1343
Dior,Sun protect,60,1344
Supergoop!,Sun protect,28,1345
Lancôme,Sun protect,49,1346
Sephora Collection,Sun protect,23,1347
Clinique,Sun protect,55,1348
Clinique,Sun protect,39,1349
Volition Beauty,Sun protect,35,1350
Estée Lauder,Sun protect,54,1351
Smashbox,Sun protect,42,1352
Tarte,Sun protect,28,1353
Kiehl'S Since 1851,Sun protect,31,1354
Shiseido,Sun protect,90,1355
Clinique,Sun protect,26,1356
First Aid Beauty,Sun protect,30,1357
Kiehl'S Since 1851,Sun protect,74,1358
Coola,Sun protect,36,1359
Kiehl'S Since 1851,Sun protect,84,1360
La Mer,Sun protect,95,1361
Supergoop!,Sun protect,28,1362
Coola,Sun protect,42,1363
Shiseido,Sun protect,36,1364
Shiseido,Sun protect,22,1365
Shiseido,Sun protect,28,1366
Peter Thomas Roth,Sun protect,30,1367
Ilia,Sun protect,42,1368
Dior,Sun protect,59,1369
Clinique,Sun protect,48,1370
Supergoop!,Sun protect,25,1371
First Aid Beauty,Sun protect,34,1372
Amorepacific,Sun protect,65,1373
Fresh,Sun protect,70,1374
Clinique,Sun protect,26,1375
Erborian,Sun protect,44,1376
Biossance,Sun protect,39,1377
Lancer,Sun protect,55,1378
Supergoop!,Sun protect,34,1379
Clinique,Sun protect,55,1380
Tarte,Sun protect,36,1381
Jack Black,Sun protect,21,1382
Clinique,Sun protect,19,1383
Tarte,Sun protect,32,1384
Laura Mercier,Sun protect,53,1385
Coola,Sun protect,32,1386
Coola,Sun protect,32,1387
Fresh,Sun protect,25,1388
Murad,Sun protect,40,1389
Supergoop!,Sun protect,34,1390
Murad,Sun protect,72,1391
Coola,Sun protect,36,1392
Supergoop!,Sun protect,34,1393
Algenist,Sun protect,42,1394
Dermadoctor,Sun protect,38,1395
Clarins,Sun protect,35,1396
Clinique,Sun protect,64,1397
Clinique,Sun protect,28,1398
Shiseido,Sun protect,34,1399
Mdsolarsciences,Sun protect,30,1400
Dr. Dennis Gross Skincare,Sun protect,42,1401
Belif,Sun protect,42,1402
Laura Mercier,Sun protect,53,1403
Ilia,Sun protect,34,1404
Estée Lauder,Sun protect,44,1405
Dr. Dennis Gross Skincare,Sun protect,42,1406
Coola,Sun protect,32,1407
Clinique,Sun protect,50,1408
Supergoop!,Sun protect,20,1409
Moroccanoil,Sun protect,38,1410
Dermadoctor,Sun protect,85,1411
Clinique,Sun protect,28,1412
Coola,Sun protect,32,1413
Estée Lauder,Sun protect,54,1414
Dr. Dennis Gross Skincare,Sun protect,42,1415
Kiehl'S Since 1851,Sun protect,38,1416
Lancôme,Sun protect,99,1417
Tom Ford,Sun protect,76,1418
Skin Laundry,Sun protect,25,1419
Kate Somerville,Sun protect,38,1420
Clinique,Sun protect,26,1421
Coola,Sun protect,36,1422
Laura Mercier,Sun protect,45,1423
Kaplan Md,Sun protect,100,1424
Hum Nutrition,Sun protect,40,1425
Clinique,Sun protect,55,1426
Estée Lauder,Sun protect,42,1427
Anthony,Sun protect,34,1428
Mdsolarsciences,Sun protect,75,1429
Korres,Sun protect,26,1430
Amorepacific,Sun protect,40,1431
Coola,Sun protect,36,1432
Mdsolarsciences,Sun protect,39,1433
Coola,Sun protect,32,1434
Ilia,Sun protect,34,1435
Eve Lom,Sun protect,90,1436
Dr. Brandt Skincare,Sun protect,35,1437
Clarins,Sun protect,36,1438
Mdsolarsciences,Sun protect,18,1439
Clinique,Sun protect,50,1440
Coola,Sun protect,36,1441
Mdsolarsciences,Sun protect,39,1442
Cane + Austin,Sun protect,40,1443
Supergoop!,Sun protect,34,1444
Moroccanoil,Sun protect,32,1445
Clinique,Sun protect,26,1446
Philosophy,Sun protect,75,1447
Amorepacific,Sun protect,32,1448
Black Up,Sun protect,45,1449
Coola,Sun protect,36,1450
Moroccanoil,Sun protect,32,1451
Clinique,Sun protect,34,1452
Moroccanoil,Sun protect,32,1453
Shiseido,Sun protect,260,1454
Coola,Sun protect,26,1455
Cane + Austin,Sun protect,56,1456
Mdsolarsciences,Sun protect,20,1457
Coola,Sun protect,32,1458
Moroccanoil,Sun protect,28,1459
Supergoop!,Sun protect,19,1460
Peter Thomas Roth,Sun protect,30,1461
Coola,Sun protect,36,1462
Vita Liberata,Sun protect,45,1463
It Cosmetics,Sun protect,38,1464
Urban Decay,Sun protect,34,1465
Kate Somerville,Sun protect,48,1466
Korres,Sun protect,35,1467
Kate Somerville,Sun protect,48,1468
Vita Liberata,Sun protect,54,1469
St. Tropez Tanning Essentials,Sun protect,20,1470
Dermaflash,Sun protect,45,1471
